4.81659	0.856488	2.36683
3.24733	0.300447	-0.527257
5.10814	1.45048	-0.404264
5.21007	1.30828	0.100982
1.67509	0.984219	0.304478
6.45405	1.53242	-0.319646
5.16542	1.87441	-0.659629
3.472	0.302807	-2.69936
5.54409	1.43855	-3.39276
3.08312	1.56157	15.0718
1.55249	2.89593	0.251352
6.24244	0.181789	0.0931042
4.9721	0.373691	-0.120282
3.27311	1.62651	-0.921923
4.52557	0.759089	-3.32186
5.617	0.933587	-0.800429
2.07161	0.329281	-1.58014
1.87625	0.84141	1.20333
3.70643	1.70289	1.64354
4.71634	0.110953	-2.82179
2.85298	1.28338	1.32617
3.56314	0.0855777	4.41502
4.41165	0.906418	-31.8301
3.0243	0.859819	-11.0739
6.19151	0.568225	1.06974
4.29319	0.131651	-0.28234
5.40086	2.02332	0.674982
5.77307	1.0072	0.0359878
2.82931	1.74606	-2.14915
3.73389	2.20023	-0.23087
4.01193	0.534623	-2.05514
3.5562	0.329286	10.0234
2.25885	0.359515	0.0614242
4.22016	0.378257	-57.6058
3.72149	0.770773	-1.54849
3.98311	0.792062	0.834553
6.03055	1.03142	8.21834
6.10251	0.926704	0.803098
4.48932	0.806112	-3.02252
2.07181	0.723845	1.94791
3.97179	1.04587	-0.253708
2.84076	0.11675	-4.51772
2.81577	0.424469	0.507954
6.209	0.148103	-12.4783
5.00035	0.642365	12.8699
1.9578	0.420666	-1.58408
5.26117	3.85224	-1.26415
3.88978	1.21591	0.0448448
6.66036	0.269173	-0.731899
2.97577	0.395131	-1.34654
5.24718	1.39776	0.0759051
4.082	1.1098	-1.74465
5.20428	0.566033	-0.429769
1.71466	1.71576	-1.01001
4.2796	1.70927	-0.200473
4.94292	1.64078	0.486508
5.98973	0.699669	0.58128
2.84144	0.818117	0.76672
1.30314	0.298803	0.487718
4.74882	1.66268	-1.02612
4.15522	0.876328	1.49642
3.31525	0.679939	1.13314
3.71852	0.252449	-2.6481
1.28102	0.123112	0.767868
4.9843	0.716562	-0.134477
3.38248	1.07061	3.2465
2.66275	0.544859	-0.104982
3.54449	0.561743	0.310828
6.06271	0.301582	0.383297
3.03287	1.79442	-4.65727
4.47373	0.936979	-0.483411
4.57801	0.340238	-1.96781
3.27882	0.581088	3.75836
4.33599	0.586731	-1.6566
4.83069	1.50223	0.202337
4.24789	1.12584	-2.17502
2.91244	0.538869	0.374112
2.83501	0.37189	0.173404
2.88213	1.15516	0.774993
4.29977	1.41548	0.426856
4.50287	0.662868	-0.158865
3.18261	0.391071	-0.884292
2.74344	0.675785	-1.16958
3.57598	0.218134	-4.601
2.88217	1.22375	-1.55095
4.46167	1.58534	-2.26523
6.06651	0.549275	-0.308193
3.18887	0.814117	0.519477
2.70479	0.650017	-0.128181
5.14113	1.64793	-0.582382
3.95413	1.18029	0.759175
3.57304	0.228129	1.07471
4.00038	1.88257	3.11108
4.37533	1.95002	18.7641
4.31206	1.11753	-1.82872
3.72245	0.943959	0.875656
4.72152	0.675722	-0.425632
4.36282	0.264055	-1.4791
1.80228	1.40095	2.85945
1.55121	0.755526	-0.880541
2.95376	0.371906	-0.304609
3.73865	1.82248	-0.838305
3.88087	0.829584	0.882292
6.19942	0.362248	1.3075
4.4004	0.719088	0.298889
4.48165	0.589985	-0.813903
5.97463	1.97118	1.14149
3.23854	0.492939	19.0331
2.94994	0.717467	0.599256
2.57636	0.46119	0.14822
1.67063	1.0128	0.808352
4.11341	1.46937	5.47251
4.57935	0.609716	0.811318
2.67682	1.09779	0.235457
2.86328	1.42109	-2.35568
2.79083	1.08356	1.95327
5.54163	0.0424396	-5.01064
4.27743	0.175739	39.4119
5.12385	0.645277	-0.58971
4.46757	3.05665	0.394175
5.73152	0.82964	-0.171297
2.40369	1.90902	-1.13703
3.12756	1.57564	0.418607
2.3234	0.861412	1.28441
4.3184	0.748955	-0.0809545
2.59379	1.70319	-0.940282
2.79387	0.591018	-9.66469
4.68746	0.728719	-3.06534
3.18082	0.276826	0.470925
2.94937	2.61901	0.599145
3.86567	0.427682	1.99196
5.61928	1.81823	-0.207102
4.37246	2.06156	-21.0283
4.29198	1.0101	-0.588738
3.97372	0.239962	0.897404
4.78845	0.600984	-0.359048
4.79445	1.43225	2.23211
3.96939	1.19774	0.293805
4.80246	0.378166	1.3655
4.66978	0.83725	0.0205898
4.44454	0.584603	0.670579
2.61375	0.855469	-0.564251
1.79437	0.52693	-1.19543
4.45365	1.10327	2.26649
3.05871	0.112932	-0.417182
3.16143	0.804671	-1.87414
1.89958	0.37252	-0.892667
4.70391	1.4571	-0.428183
4.65624	0.158112	0.30106
5.70211	1.64173	0.178311
2.19838	0.603875	10.2699
3.6788	0.447615	-1.58954
3.44447	1.132	-1.37957
4.23265	0.584049	0.303983
4.79424	0.50309	54.7197
4.36278	0.619985	0.731195
3.73504	0.552773	0.379925
5.14891	0.533615	-0.454819
6.1953	0.496454	-1.47867
4.64032	1.13927	0.428472
3.96829	0.275441	25.1217
4.31662	0.338288	0.509947
4.47283	1.11052	0.307344
3.67531	0.864047	0.395759
3.63825	1.01754	0.195915
3.82023	0.780155	-0.515203
3.80508	1.41388	3.46182
3.44266	0.929673	-3.41705
6.85569	0.964299	2.4496
4.99627	0.24368	0.644267
3.58566	0.108768	1.38803
1.4914	1.07292	-0.197461
3.48209	0.604558	-4.13505
3.11592	0.183717	-0.570951
5.09567	0.839188	-1.20854
5.40143	0.589705	-5.27815
2.21273	0.618729	0.560111
4.08898	3.44914	0.174136
2.80906	0.540539	1.95757
4.02894	1.15957	4.53743
3.6823	2.19722	5.98863
5.81939	0.7565	-2.29225
1.72123	0.569282	1.23168
4.51829	0.301176	3.15393
4.61205	0.11995	-2.21658
3.35024	1.59295	2.21045
4.66107	0.366582	-3.05278
3.19079	0.345843	-0.992192
2.21228	1.61545	0.262259
3.69405	0.459893	1.74504
4.36688	0.70124	-0.75526
5.80408	1.39297	0.180297
4.49984	0.813579	0.289605
4.25186	0.361884	-1.36446
3.17705	0.798749	0.456342
6.30802	1.01918	-5.71166
3.88528	1.32376	-1.29507
2.98253	0.395812	1.4752
4.50664	1.52474	0.277543
4.10632	1.5905	5.30172
5.32971	1.47717	-0.245686
2.99132	0.998674	2.50282
2.85134	1.13318	-1.54361
3.96572	0.856564	2.03203
3.56671	1.43315	-1.00356
5.96503	1.07697	0.249289
2.88049	0.456584	0.709726
4.09732	1.24508	0.36175
2.33	0.469476	0.000117214
4.88816	0.254474	-0.0360303
2.25134	4.67412	3.09144
2.56757	1.08256	-0.499572
3.22287	1.42163	0.210975
4.73299	1.32219	-3.12933
4.09691	1.78989	-3.89575
4.07923	1.10041	-1.71211
4.81056	0.459569	1.65589
3.32392	0.37086	-0.932735
3.71013	0.125433	1.8845
5.29535	0.0681604	-0.53434
2.71238	0.037684	0.48671
4.33428	0.677284	1.05728
5.76727	2.45856	-0.11974
4.2622	0.528164	-0.110863
2.91533	1.77815	0.187257
6.38177	0.883093	4.55104
5.50406	0.166137	-0.293554
2.11985	1.50147	-0.823915
6.22653	2.52598	-7.43261
2.44632	2.21829	2.30167
1.57806	0.588279	1.36772
4.17197	0.456508	-3.44685
4.72704	1.76744	-0.126761
5.3421	0.304734	-0.100578
4.92132	0.297704	1.02971
5.51918	1.11286	14.6393
5.28481	0.647776	-1.26101
5.73321	1.01244	8.40691
5.70749	0.442269	0.302649
